id;product_name;cat_name;num;path;img;exp
275;Форзиция Maluch, 20-40см;Лиственные;262;bush_list/;;.jpg
276;Форзиция MAREE D'Or, 40-60см;Лиственные;263;bush_list/;;.jpg
277;Форзиция viridissima Kumson, 40-60см;Лиственные;264;bush_list/;;.jpg
278;Чубушник Albatre, 80-120см;Лиственные;265;bush_list/;;.jpg
279;Чубушник Belle Etoile, 80-100см;Лиственные;266;bush_list/;;.jpg
280;Чубушник Bonguet Blanc, 80-100см;Лиственные;267;bush_list/;;.jpg
281;Чубушник, 2-3года;Лиственные;268;bush_list/;;.jpg
282;Шиповник, 3-4года;Лиственные;269;bush_list/;;.jpg
1;"Жимолость ""Голубое веретено""";Плодовые;13;bush_fruit/;13;.jpg
2;"Жимолость ""Синяя птица""";Плодовые;14;bush_fruit/;14;.jpg
3;"Жимолость 2-3х летка ""Васюганская""";Плодовые;15;bush_fruit/;15;.jpg
4;"Жимолость 2-3х летка ""Герда""";Плодовые;16;bush_fruit/;16;.jpg
5;"Жимолость 2-3х летка ""Томичка""";Плодовые;17;bush_fruit/;17;.jpg
6;Крыжовник;Плодовые;18;bush_fruit/;18;.jpg
7;"Крыжовник ""Любимец""";Плодовые;19;bush_fruit/;19;.jpg
8;"Крыжовник 2-х летка ""Уральский безшипый""";Плодовые;20;bush_fruit/;20;.jpg
9;"Крыжовник 2-х летка ""Уральский слабошипый""";Плодовые;21;bush_fruit/;21;.jpg
10;"Малина жёлтая ""Ананасовая""";Плодовые;22;bush_fruit/;22;.jpg
11;"Малина красная ""Зоренька""";Плодовые;23;bush_fruit/;23;.jpg
12;"Малина ремонтантная ""Недосягаемая""";Плодовые;24;bush_fruit/;24;.jpg
13;Саженцы крыжовника;Плодовые;25;bush_fruit/;25;.jpg
14;Саженцы малины;Плодовые;26;bush_fruit/;26;.jpg
15;Саженцы смородины красной;Плодовые;27;bush_fruit/;27;.jpg
16;Саженцы смородины чёрной;Плодовые;28;bush_fruit/;;.jpg
17;"Смородина красная 2-х лет ""Андрейченко""";Плодовые;29;bush_fruit/;29;.jpg
18;"Смородина красная 2-х лет ""Красная""";Плодовые;30;bush_fruit/;30;.jpg
19;"Смородина чёрная 2-х лет ""Гармония""";Плодовые;31;bush_fruit/;31;.jpg
20;"Смородина чёрная 2-х лет ""Мила""";Плодовые;32;bush_fruit/;32;.jpg
21;Ежевика;Плодовые;33;bush_fruit/;33;.jpg
22;Малина (сортавая);Плодовые;34;bush_fruit/;34;.jpg
23;Смородина белая, 2-3года;Плодовые;35;bush_fruit/;35;.jpg
24;Смородина красная, 30-50см;Плодовые;36;bush_fruit/;36;.jpg
25;Смородина черная, 2-3года;Плодовые;37;bush_fruit/;37;.jpg
