name;price;description;height;soil;lighting;area;form;decorative;landing
        Падуб meserveae Blue Princess 20-30;460;Вечнозеленый кустарник с конусообразной округлой кроной. Медленнорастущий. Листья темно- зеленые с голубоватым глянцем. Цветы белые. Плоды многочисленные красные, сохраняются до весны. Предпочитает защищенные от ветра места с влажной почвой.;2м;Влажные;Тень, полутень;зона 6А;Невысокий куст;0;1
        Рябина aucuparia Pendula Pa 200-240;3900;Невысокое дерево на штамбе. Крона необыкновенной непредсказуемой формы с плакучими искривленными ветвями. Листья перистые, зеленые, осенью оранжево- желтые.Цветки белые, собранные в щитки, плодыдекоративные, красные.  ;2м;Неприхотлива;Солнце, полутень;зона 3;Небольшое дерево;0;0
        Рябина Ария  4-5лет;250;Небольшое дерево до 12 метров в высоту и 7 метров в ширину с конической кроной. Медленнорастущее. Листья элептические, серебристо- белые, опущенные, осенью желто- белые или зеленые, поздноопадающие. Плоды оранжевые или красные.;12м;Неприхотлива;Солнце;зона 5А;Высокое дерево;0;0
        Рябина Сибирская 100-120см;400;Дерево высотой до 10 м. Кора на стволах красно-коричневая, со слущивающимся серым эпителием,  гладкая, молодые побеги опушённые. Листья 11-24 см в длину, сложные, непарноперистые. Цветки мелкие белые или зеленоватые. Плоды оранжево-красные, кисловато-терпкие, съедобные.;10м;Неприхотлива;Солнце;зона 5А;Высокое дерево;0;0
        Рябина Сибирская 6-7лет;1500;Дерево высотой до 10 м. Кора на стволах красно-коричневая, со слущивающимся серым эпителием,  гладкая, молодые побеги опушённые. Листья 11-24 см в длину, сложные, непарноперистые. Цветки мелкие белые или зеленоватые. Плоды оранжево-красные, кисловато-терпкие, съедобные.;10м;Неприхотлива;Солнце;зона 5А;Высокое дерево;0;0
        Рябина черноплодная 50-120см;400;Кустарник высотой до 3 метров и с кроной до 2 метров в диаметре. Многоствольный. Плоды черного или пурпурно-черного окраса. Имеет высокую зимостойкость, малотребовательна к составу почвы, предпочитает хорошо освещенные места, мало восприимчива к болезням и вредителям, хорошо переносит пересадку.;3м;Неприхотлива;Солнце;зона 4;Небольшое дерево;0;0
        Рябинник sorbifolia Sem PBR 20/40;360;Небольшой кустарник до 1 метра в высоту. Листья перистые, розово- оранжевые, позднее желтые. Цветки желтые собранные в метелки. Нетребователен к почвам.;1м;Неприхотлива;Солнце;зона 2;Декоративный куст;0;0
        Рябинник sorbifolia Sem  60-80см;900;Небольшой кустарник до 1 метра в высоту. Листья перистые, розово- оранжевые, позднее желтые. Цветки желтые собранные в метелки. Нетребователен к почвам.;1м;Неприхотлива;Солнце;зона 2;Декоративный куст;0;0
        Тополь обыкновенный 150-200см;1200;Крупное двудомное дерево до 40 м высотой, листья зеленые, глянцевые. Цветки мелкие, собранными в сережки, появляющимися до распускания листьев или вместе с ними. Плоды с мелкими семенами, снабженными волосками (пухом).;40м;Неприхотлива;Солнце;зона 4;Высокое дерево;0;1
        Тополь пирамидальный 200-250см;3000;Дерево высотой до 30 метров. Ствол прямой, разветвлённый, диаметром до 1 м, с тёмно-серой, мелкотрещиноватой корой. Кора молодого дерева гладкая, серая. Боковые ветви сильные и растут вверх. Листья блестящие темно- зеленые.;30м;Неприхотлива;Солнце;зона 4;Высокое дерево;0;1
        Ясень Excelsior Nana Pa (6-8) 250-270;8480;Небольшое деревце до 8 метров в высоту и 6 метров в ширину, сорт как правило размножается прививкой на штамб, крона компактная, шаровидная, медленнорастущая. Листья ярко-зеленые.;8м;Неприхотлива;Солнце;зона 4;Высокое дерево;0;0
        Ясень Excelsior Pendula 180-200;6980;Живописное дерево с ажурной, плакучей, зонтообразной кроной. Ветви плакучие, свисают до самой земли. Листья ярко-зеленые. Цветки без околоцветника, невзрачные. Хорошо переност обрезку.;8м;Неприхотлива;Солнце;зона 4;Высокое дерево;0;0
                Орех Манчжурский, 2-3года;300;Высота достигает 25—30 м. Ствол ровный, прямой, с раскидистой или широкоокруглой ажурной кроной, напоминающей крону некоторых видов пальмы. Кора тёмно-серая, побеги желтовато-коричневые опушённые. Листья на черешках длиной 5—20 см, сложные, непарноперистые,  продолговато-эллиптическими пильчатыми листочками. Листовая пластинка зубчатая, редко мелкозубчатая, вершина её заострённая, абаксиальная сторона опушённая. Цветки мелкие, однополые, появляются одновременно с распусканием листьев.;30м;Неприхотлива;Солнце, полутень;зона 4;Высокое дерево;0;0
                Орех Манчжурский, 4-6лет;600;Высота достигает 25—30 м. Ствол ровный, прямой, с раскидистой или широкоокруглой ажурной кроной, напоминающей крону некоторых видов пальмы. Кора тёмно-серая, побеги желтовато-коричневые опушённые. Листья на черешках длиной 5—20 см, сложные, непарноперистые,  продолговато-эллиптическими пильчатыми листочками. Листовая пластинка зубчатая, редко мелкозубчатая, вершина её заострённая, абаксиальная сторона опушённая. Цветки мелкие, однополые, появляются одновременно с распусканием листьев.;30м;Неприхотлива;Солнце, полутень;зона 4;Высокое дерево;0;0
