name;price;description;height;soil;lighting;area;form;decorative;landing
            Можжевельник горизонтальный Prince of Wales, С2/3,  20-40см;540;Можжевельник горизонтальный Принц Уэльса - один из самых популярных почвопокровных вечнозеленых кустарников. Его способность укрывать землю плотным зеленым ковром практически не дает шансов сорнякам, поэтому с помощью этого прекрасного сорта ландшафтные дизайнеры создают целые можжевеловые газоны. Крона стелющаяся яркого зеленого с голубым оттенком цвета к зиме становится бронзовой. Высота – 0,3м, диаметр – 2,5м, растет медленно. Хвоя жесткая чешуйчатая плотно прилегает к побегам. Плоды – темно-синие шишкоягоды около 6мм в диаметре. Обладает фитонцидными и инсекцидными свойствами.;0,3м;Неприхотлива;Солнце;зона 5А;Раскидистый кустарник;0;0
            Можжевельник горизонтальный Wiltonii, С2/3,  20-40см;540;Изумительный высокодекоративный карликовый вечнозеленый кустарник. Стелющаяся форма с горизонтальными плотно растущими молодыми побегами. Прирастает не более 10 см в год. Хвоя очень мелкая игольчатая серебристо-голубая. Вилтони пользуется заслуженной любовью ландшафтных дизайнеров и садоводов за яркую окраску и низкий рост.;0,1м;Неприхотлива;Солнце;зона 3;Раскидистый кустарник;0;0
            Можжевельник горизонтальный видовая норма,30-40см;1780;Кустарник до 1 м выс. с длинными ветвями, густо покрытыми синевато-зелеными четырехгранными побегами. Хвоя зеленая или сизая, на зиму буреет. На репродуктивных побегах листья чаще игловидные, удлиненно-ланцетные, острые, колючие, несколько отстоящие от побега, 3—5 мм дл., 0,8—1 мм шир., саблевидно изогнутые, на спинке закругленные. Чешуевидные листья.;1м;Неприхотлива;Солнце;зона 3;Раскидистый кустарник;0;0
            Можжевельник китайский видовая норма,80-100см;2900;Кустарник до 1 м выс. с длинными ветвями, густо покрытыми синевато-зелеными четырехгранными побегами. Хвоя зеленая или сизая, на зиму буреет. На репродуктивных побегах листья чаще игловидные, удлиненно-ланцетные, острые, колючие, несколько отстоящие от побега, 3—5 мм дл., 0,8—1 мм шир., саблевидно изогнутые, на спинке закругленные. Чешуевидные листья.;1м;Неприхотлива;Солнце;зона 3;Раскидистый кустарник;0;0
            Можжевельник китайский Робуста Грин,125-150см;3200;Очень эффектное узко-колоновидное дерево с плотной голубовато-зеленой кроной. В 10-летнем возрасте высота составляет примерно 1,5м. Взрослое дерево достигает высоты 3м и диаметра 0,6м. Побеги твердые, немного скрученные густо покрыты чешуйками или иглами. Сорт популярен в странах западной Европы: он хорош тем, что имея изысканную, устремленную вверх, форму не требует к себе повышенного внимания. ;3м;Неприхотлива;Солнце;зона 3;Высокий куст;0;0
            Можжевельник китайский Робуста Грин,175-200см;5400;Очень эффектное узко-колоновидное дерево с плотной голубовато-зеленой кроной. В 10-летнем возрасте высота составляет примерно 1,5м. Взрослое дерево достигает высоты 3м и диаметра 0,6м. Побеги твердые, немного скрученные густо покрыты чешуйками или иглами. Сорт популярен в странах западной Европы: он хорош тем, что имея изысканную, устремленную вверх, форму не требует к себе повышенного внимания. ;3м;Неприхотлива;Солнце;зона 3;Высокий куст;0;0
            Можжевельник китайский Спартан, 100-125см;2560;Невысокий кустарник. Взрослые растения вырастают до 3—4 м, но встречаются экземпляры около 5 м. Диаметр кроны около 1 м. Быстропрастущее. Скелетные ветки короткие, тонкие, сильно ветвящиеся, разрастаются в стороны равномерно, отходят от центрального побега под острым углом и направлены вверх. Крона формируется плотная, стройная, симметричная, у молодых растений конусовидная, с возрастом становится колонновидной. Хвоя тонкая, в основном игловидная, изумрудного цвета.;4м;Неприхотлива;Солнце;зона 3;Высокий куст;0;0
            Можжевельник обыкновенный видовая норма, 50-60см;1450;Кустарник до 1 м выс. с длинными ветвями, густо покрытыми синевато-зелеными четырехгранными побегами. Хвоя зеленая или сизая, на зиму буреет. На репродуктивных побегах листья чаще игловидные, удлиненно-ланцетные, острые, колючие, несколько отстоящие от побега, 3—5 мм дл., 0,8—1 мм шир., саблевидно изогнутые, на спинке закругленные. Чешуевидные листья.;1м;Неприхотлива;Солнце;зона 3;Раскидистый кустарник;0;0
            Можжевельник обыкновенный видовая норма, 80-100см;2500;Кустарник до 1 м выс. с длинными ветвями, густо покрытыми синевато-зелеными четырехгранными побегами. Хвоя зеленая или сизая, на зиму буреет. На репродуктивных побегах листья чаще игловидные, удлиненно-ланцетные, острые, колючие, несколько отстоящие от побега, 3—5 мм дл., 0,8—1 мм шир., саблевидно изогнутые, на спинке закругленные. Чешуевидные листья.;1м;Неприхотлива;Солнце;зона 3;Раскидистый кустарник;0;0
            Можжевельник обыкновенный Голд Кон, 50-60см;1600;Узкоконический хвойный вечнозеленый кустарник с плотной регулярной кроной. Растет медленно (примерно 10см в год). Во взрослом состоянии достигает двухметровой высоты. Летом в период активного роста молодые побеги имеют ярко-желтую окраску, к осени становятся желто-зелеными, а к зиме могут стать бронзовыми. Активно используется в озеленении городских парков и загородных садовых участков. Среди садоводов имеет репутацию растения, требующего ухода и бережного отношения.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
            Можжевельник обыкновенный Голд Кон, 80-100см;3300;Узкоконический хвойный вечнозеленый кустарник с плотной регулярной кроной. Растет медленно (примерно 10см в год). Во взрослом состоянии достигает двухметровой высоты. Летом в период активного роста молодые побеги имеют ярко-желтую окраску, к осени становятся желто-зелеными, а к зиме могут стать бронзовыми. Активно используется в озеленении городских парков и загородных садовых участков. Среди садоводов имеет репутацию растения, требующего ухода и бережного отношения.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
            Можжевельник скальный Блу Эрроу,150-175см;5700;Узкая колоновидная крона напоминает стрелу. Жесткие, вертикально растущие, плотно прижатые к стволу побеги, прирастают примерно 15 см в год. В 10-летнем возрасте растение достигает 2-2,5м в высоту и 0,5-0,7м в диаметре. Хвоя ярко-голубая, мягкая, чешуйчатая. Плоды – сизовато-синие шишкоягоды. Дополнительным плюсом «Blue Arrow» является то, что нижние ветви растут почти от самого основания ствола и очень долгое время сохраняются. Эта особенность дает неограниченные возможности в универсальном использовании сорта.;3м;Неприхотлива;Солнце;зона 5А;Высокий куст;0;0
            Можжевельник средний Oid Gold;1000;Один из лучших сортов можжевельника с золотистой листвой. Благодаря яркой окраске и плотной плоской кроне, остается высокодекоративным круглый год. Ежегодный прирост составляет 5-7 см в высоту и 15-20 см в диаметре. В 10-летнем возрасте растение достигает высоты 0,5 м и ширины 1 м.;0,5м;Неприхотлива;Солнце, полутень;зона 4;Раскидистый кустарник;0;0
            Можжевельник средний Минт Джулеп,60-80см;1950;Широкораскидистый кустарник. Высота 1,5 м, диаметр кроны 3 м. Растет быстро. Сохраняет сочно-зеленую окраску хвои зимой. Местоположение: солнце, полутень. Почва: свежая, дренированная, плодородная. Регулярная весенняя обрезка молодых побегов, способствует формированию более плотной кроны.;1,5м;Плодородная ;Солнце, полутень;зона 5А;Раскидистый кустарник;0;0
