name;price;description;height;soil;lighting;area;form;decorative;landing
                Вейгела  Rumba, 30-50см;400;Листопадный кустарник с раскидистой формой кроны. В высоту вырастает до 1,5 м, в ширину до 2, 5 м. Быстрорастущий. Годовой прирост в высоту и ширину – 25 см. Листья эллиптической  формы, длиной 4-6 см, темно-зеленые с пурпурным окрасом краёв. Цветение начинается в июне. Цветы  в форме обращенных вверх колокольчиков, собраны в соцветия по 3-4 штуки, розово-лилового цвета.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Вейгела  Styriaca, 60-80см;500;Декоративный небольшой кустарник с густой ажурной кроной. Листья ярко-зеленые, долго не опадающие. Цветы - колокольчики, темно-розовые при распускании, позже становятся карминовыми, собранные в соцветия по 3-4 штуки. Незимостойка, требует укрытия на зиму.;2,5м;Неприхотлива;Солнце, полутень;зона 6А;Высокий куст;0;0
                Вейгела Boskoop Glory, 50-70см;450;Невысокий кустарник, достигающий в высоту 1,2-1,8м. Листья зеленые. Цветет обильно, в мае-июне, колокольчатыми светло-розовыми цветками. Предпочитает влажные, хорошо дренированные, плодородные почвы. Используется как ординар, в группах, живых изгородях. Желательно легкое укрытие на зиму.;1,8м;Неприхотлива;Солнце;зона 6А;Невысокий куст;0;0
                Вейгела Bristol Ruby, 30-50см;450;Кустарник средней величины со слегка свисающими побегами.  Листва ярко-зеленая, овальной формы. Осенью листья долго не опадаю, но их осенняя окраска невзрачна. Цветет обильно, яркими рубиново-красными цветками воронковидной формы. Бутоны темно-красные.;2м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Вейгела CARNAVAL , 20-40см;740;Красивоцветущий невысокий кустарник высотой до 0,5-0,7м. Цветки трубчатые в соцветиях, интересной особенностью сорта является наличие на одном растении цветов белой, розовой и красной окраски. Цветение июнь-июль, возможно повторное цветение. При подмерзании в суровые зимы необходима весенняя обрезка, после которой растение быстро отрастает.;0,7м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Вейгела decora, 70-90см;550;Кустарник высотой до 2 м. Листья крупные, сидячие, ярко-зеленые, с красноватой окраской. Цветки желтовато-белые, трубчатые, с пурпурными и желтыми крапинками в зеве, без запаха, одиночные или собраны по 2—6 штук на общих цветоносах.;2м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Вейгела florida Nana Purpurea  40-60;360;Листопадный ширикокустистый компактный кустарник. Листья супротивные, эллиптические или широко - эллиптические, очень декоративные, со сливочно - белыми или зеленовато - жёлтыми краями. Цветёт в конце мая, цветение продолжается в июне - июле. Цветы от бело - розовых до мальвово - розовых, отдельные цветки до 2,5 см. длиной. Скорость роста умеренная. Достигает высоты 1,5 - 1,8 м., ширина при этом до 2,5 м.;1,8м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Вейгела florida Nana Purpurea, 40-60см;400;Листопадный ширикокустистый компактный кустарник. Листья супротивные, эллиптические или широко - эллиптические, очень декоративные, со сливочно - белыми или зеленовато - жёлтыми краями. Цветёт в конце мая, цветение продолжается в июне - июле. Цветы от бело - розовых до мальвово - розовых, отдельные цветки до 2,5 см. длиной. Скорость роста умеренная. Достигает высоты 1,5 - 1,8 м., ширина при этом до 2,5 м.;1,8м;Неприхотлива;Солнце, полутень;зона 6А;Невысокий куст;0;0
                Вишня serrulata Amanogawa, 2-3м;10200;Небольшое дерево с плотной, колоновидной кроной. В высоту достигает 5 метров, 1-2 метра в ширину. Цветение - в мае, цветки светло-розовые, махровые, около 4 см в диаметре, собраны в пучки, с нежным, приятным запахом. Предпочитает влажные, плодородные почвы. Отлично растёт в солнечных, закрытых местах. ;2м;Неприхотлива;Солнце;зона 6А;Невысокое деревце;0;0
                Вишня virginiana Shubert, 40-60см;1600;"Небольшое дерево с конусовидной кроной, достигает  4-6 м в высоту. Листья декоративные, весной зеленые, летом меняют окраску на темно-пурпурную. Цветет в мае. Цветки белые, многочисленные, собраны в кистевидные поникающие соцветия.
Рекомендуется для цветных композиций в крупных и малых садах.";6м;Неприхотлива;Солнце;зона 6А;Невысокое деревце;0;0
                Гортензия arborescens Annabelle,  20-40см;480;Соцветние круглой формы белого цвета. На соцветии много небольших цветков. Диаметр соцветия гортензии Арборесценс Аннабель до 20 сантиметров. Листва темного-зеленого оттенка, аромат сильный. Период цветения обильный с июня по сентябрь месяц. ;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия arborescens Annabelle, 40-60;780;Соцветние круглой формы белого цвета. На соцветии много небольших цветков. Диаметр соцветия гортензии Арборесценс Аннабель до 20 сантиметров. Листва темного-зеленого оттенка, аромат сильный. Период цветения обильный с июня по сентябрь месяц. ;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия arborescens Hayes Starburst 40-60;1350;Гортензия древовидная 1.2-1.5м с раскидистой формой кроныи обильным цветением на однолетних побегах, сферические соцветия с звездчатыми цветами при роспуске зеленовато-белыми или зеленовато-сливочными а потом снежно белыми, очень длительное цветение - почти 2.5месяца, молодые растения рекомендую подвязывать т.к. ветки не в состоянии выдержать тяжелые шапки махровых цветов.;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия paniculata Grandiflora 20-40;480;Кустарник средней величины, высота и ширина 2-3м, ветви часто опускаются до земли под тяжестью соцветий, средне- или быстрорастущий. Цветы крупные кистевидные соцветия, 20-30 см, изначально белые, постепенно розовые. Листья шершавые, яйцевидные, светло-зеленые, без осенней окраски.;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия paniculata Grandiflora 50-70;1090;Кустарник средней величины, высота и ширина 2-3м, ветви часто опускаются до земли под тяжестью соцветий, средне- или быстрорастущий. Цветы крупные кистевидные соцветия, 20-30 см, изначально белые, постепенно розовые. Листья шершавые, яйцевидные, светло-зеленые, без осенней окраски.;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия paniculata GREAT STAR Le Vaste 30-50;850;Кустарник с редко разветвленными жесткими побегами. Листья, широкие, зеленые. Соцветие средних размеров состоит из цветков 2 типов: крупных с удлиненными лепестками в форме «пропеллера» ( до 7-10 см в диаметре) и небольших фертильных (плодоносящих) цветков белого цвета. ;2м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Гортензия paniculata Limelight  20-40;640;Листопадный кустарник, с вертикально расположенной, плотной кроной. Высота и ширина взрослого растения составляет 2-2,5 м. Цветы беловато — зеленые, затем светло — зеленые, белые, при отцветании розовые, широко — округлые, не разваливающиеся до 30 см длиной, с июля до конца сентября. Листья яйцевидные, средне-зеленые, жесткие. Не плодоносит. Свежие, гумусные, плодородные, проницаемые почвы, слабокислые до нейтральных, не выносит сухости, морозоустойчива. ;2,5м;Слабокислые;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Limelight,  20-40см;840;Листопадный кустарник, с вертикально расположенной, плотной кроной. Высота и ширина взрослого растения составляет 2-2,5 м. Цветы беловато — зеленые, затем светло — зеленые, белые, при отцветании розовые, широко — округлые, не разваливающиеся до 30 см длиной, с июля до конца сентября. Листья яйцевидные, средне-зеленые, жесткие. Не плодоносит. Свежие, гумусные, плодородные, проницаемые почвы, слабокислые до нейтральных, не выносит сухости, морозоустойчива. ;2,5м;Слабокислые;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Limelight,  40-60;930;Листопадный кустарник, с вертикально расположенной, плотной кроной. Высота и ширина взрослого растения составляет 2-2,5 м. Цветы беловато — зеленые, затем светло — зеленые, белые, при отцветании розовые, широко — округлые, не разваливающиеся до 30 см длиной, с июля до конца сентября. Листья яйцевидные, средне-зеленые, жесткие. Не плодоносит. Свежие, гумусные, плодородные, проницаемые почвы, слабокислые до нейтральных, не выносит сухости, морозоустойчива. ;2,5м;Слабокислые;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Phantom 20-40;620;"Красивоцветущий кустарник высотой до 2 м. Крона раскидистая, округлая. Быстро растет, ежегодный прирост 30 см.
Листья крупные, заостренные, продолговатые, до 12 см длиной, темно-зеленые на протяжении всего сезона. Цветет июль-сентябрь. Цветки собраны в соцветия – метелки до 30 см длиной. Белые цветки со временем розовеют, образуются на побегах текущего года.";2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Phantom 60-80;1400;"Красивоцветущий кустарник высотой до 2 м. Крона раскидистая, округлая. Быстро растет, ежегодный прирост 30 см.
Листья крупные, заостренные, продолговатые, до 12 см длиной, темно-зеленые на протяжении всего сезона. Цветет июль-сентябрь. Цветки собраны в соцветия – метелки до 30 см длиной. Белые цветки со временем розовеют, образуются на побегах текущего года.";2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Pink Diamond 40-60;600;Красивоцветущий листопадный кустарник 2 м высотой. Листья продолговатые, светло-зеленые, шершавые. Цветет с июля по сентябрь белыми, при отцветании краснеющими цветками, собранными в крупные конические, метельчатые соцветия, 20-30 см длиной, расположенные на концах побегов.  Рекомендуется для одиночных посадок, декоративных композиций, подходит для сухих букетов.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Pinky Winky 30-50;700;Кустарник высотой около 2 м с густой, не разваливающейся округлой кроной. Ширина 1,5-2 м. Годовой прирост до 30 см. Молодые побеги красновато-бурые, немного опушенные. Листья зеленые, с нижней стороны, опушенные по жилкам, эллиптические с заостренной вершиной и пильчатым краем. Цветет с июля до сентября. Соцветия с большим количеством стерильных цветков, конические, чисто-белые, затем приобретают пурпурно-розовый оттенок.;2м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata SUNDAE FRAISE  20-40;950;Листопадный кустарник. Куст очень компактный, густой и ровный, высота 1 - 1,3м, ширина до 1,2м, побеги красно-коричневые, метёлки средние, цветки обильные, зелёные и белые стерильные, в августе розовеют, окраска может меняться в зависимости от типа почвы и климата. Цветение - в июле-сентябре. Зимостойкость высокая. Почва предпочтительнее плодородная, влажная, дренированная. Рекомендуется для небольших садов.;1,3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Tardiva,  40-60см;560;"Красивоцветущий листопадный кустарник с округлой кроной и прямыми, жесткими побегами. 
Листья продолговатые, эллиптические, зеленые, шершавые. 
Цветет с августа по октябрь кремово-белыми цветками, собранными в крупные конические, метельчатые соцветия, расположенные на концах побегов.  ";3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata Unigue,  30-50см;480;Кустарник средней величины, высота и ширина 2-3 м, ветви часто опускаются до земли под тяжестью соцветий. Куст быстрорастущий с многочисленными цветами, соцветия широкие и коренастые длиной 20-25см, белые, постепенно изменяют цвет на малиново-розовый, цветение август-сентябрь. Листья шершавые, яйцевидные, светло-зеленые, без осенней окраски. ;3м;Неприхотлива;Солнце, полутень;зона 4;Высокий куст;0;0
                Гортензия paniculata VANILLE  FRAISE Renhy   30/50;1100;Листопадный кустарник. Крона широко - кустистая, основные побеги прямые, нерегулярно разветвленные, свисающие. Растет умеренно быстро. Цветы широко-конусовидные, крупные, компактные, сливочно - белые, при отцветании розовые, до 30 см длиной. Цветение наступает с конца июня - начала июля по сентябрь. Листья яйцевидные, средне-зеленые, жесткие. Не плодоносит. Свежие, гумусные, плодородные, проницаемые почвы, слабо кислые до нейтральных, не выносит сухости, морозоустойчива. Предпочитает с легка притененные и защищенные от ветра местоположения. Используется в одиночных и групповых посадках в садах и парках, рабатках, во внутренних дворах.;2м;Неприхотлива;Полутень,тень;зона 4;Высокий куст;0;0
                Гортензия paniculata VANILLE  FRAISE Renhy   20-40;760;Листопадный кустарник. Крона широко - кустистая, основные побеги прямые, нерегулярно разветвленные, свисающие. Растет умеренно быстро. Цветы широко-конусовидные, крупные, компактные, сливочно - белые, при отцветании розовые, до 30 см длиной. Цветение наступает с конца июня - начала июля по сентябрь. Листья яйцевидные, средне-зеленые, жесткие. Не плодоносит. Свежие, гумусные, плодородные, проницаемые почвы, слабо кислые до нейтральных, не выносит сухости, морозоустойчива. Предпочитает с легка притененные и защищенные от ветра местоположения. Используется в одиночных и групповых посадках в садах и парках, рабатках, во внутренних дворах.;2м;Неприхотлива;Полутень,тень;зона 4;Высокий куст;0;0
                Гортензия paniculata Wim's Red 20-40;850;Раскидистый кустарник высотой до 1,5м. Крупные соцветия до 30 см в длину с насыщенным ароматом меда.  Цветки меняют свой окрас в течении всего сезона: с начала цветения до конца июля - белые, затем розовеют, а в сентябре становятся бордово-красного цвета. Данный сорт имеет очень длинный период цветения — с середины июня по октябрь. Листва темно-зеленая. Морозостойка.  Для обильного цветения рекомендуется проводить ежегодную весеннюю обрезку до начала вегетации. ;1,5м;Неприхотлива;Солнце, полутень;зона 4;Невысокий куст;0;0
                Дейция,Plena,  20-40см;500;Крупный, быстрорастущий прямостоячий кустарник высотой до 3 м. Листья темно-зеленые, шершавые с двух сторон, осенью желтеют. Цветки махровые, белые, с розовым глянцем снаружи, собраны в рыхлые соцветия, что придает растения ажурность. Во время цветения побеги могут дугообразно изгибаться под тяжестью соцветий, придавая кусту экзотический вид. Цветет в июне-июле в трех недель.;3м;Плодородная;Солнце, полутень;зона 4;Невысокий куст;0;0
                Дерен alba  Argenteomarginata,  40-60 см;480;"Лиственный кустарник до 3 м высотой с раскидистой кроной. Кора на молодых побегах красная, позже темно-красная. 
Листья до 10 см длиной серо-зеленые с кремово-белым окаймлением. Осенняя окраска от желтой до коричневато-красной. 
Цветение в мае-июне. Часто осенью цветет повторно. Цветки желтовато-белые, собраны в щитковидные соцветия 3-5 см в диаметре.  ";3м;Неприхотлива;Тень;зона 3;Высокий куст;0;0
                Дерен alba  Argenteomarginata,  60-80см1;590;"Лиственный кустарник до 3 м высотой с раскидистой кроной. Кора на молодых побегах красная, позже темно-красная. 
Листья до 10 см длиной серо-зеленые с кремово-белым окаймлением. Осенняя окраска от желтой до коричневато-красной. 
Цветение в мае-июне. Часто осенью цветет повторно. Цветки желтовато-белые, собраны в щитковидные соцветия 3-5 см в диаметре.  ";3м;Неприхотлива;Тень;зона 3;Высокий куст;0;0
                Дерен alba  Argenteomarginata,  60-80см2;590;"Лиственный кустарник до 3 м высотой с раскидистой кроной. Кора на молодых побегах красная, позже темно-красная. 
Листья до 10 см длиной серо-зеленые с кремово-белым окаймлением. Осенняя окраска от желтой до коричневато-красной. 
Цветение в мае-июне. Часто осенью цветет повторно. Цветки желтовато-белые, собраны в щитковидные соцветия 3-5 см в диаметре.  ";3м;Неприхотлива;Тень;зона 3;Высокий куст;0;0
                Дерен alba  Aurea,   60-80cм;560;Быстрорастущий листопадный кустарник с тонкими декоративными побегами. Кора на побегах кораллово-красная. Достигает 2-3 м в высоту и 3-5 м в ширину. Листья декоративные, матовые, широкояйцевидные, несколько морщинистые, золотисто-желтые, снизу - сизовато-белые. Цветки мелкие, белые, собраны в многочисленные щитковидные соцветия. Цветет в первой половине лета и повторно в начале осени. Плоды мелкие, круглые, ягодообразные. ;3м;Неприхотлива;Полутень;зона 3;Высокий куст;0;0
                Дерен alba  Aurea,   80-100 cм;560;Быстрорастущий листопадный кустарник с тонкими декоративными побегами. Кора на побегах кораллово-красная. Достигает 2-3 м в высоту и 3-5 м в ширину. Листья декоративные, матовые, широкояйцевидные, несколько морщинистые, золотисто-желтые, снизу - сизовато-белые. Цветки мелкие, белые, собраны в многочисленные щитковидные соцветия. Цветет в первой половине лета и повторно в начале осени. Плоды мелкие, круглые, ягодообразные. ;3м;Неприхотлива;Полутень;зона 3;Высокий куст;0;0
                Дерен alba  Aurea,  40-60 см;480;Быстрорастущий листопадный кустарник с тонкими декоративными побегами. Кора на побегах кораллово-красная. Достигает 2-3 м в высоту и 3-5 м в ширину. Листья декоративные, матовые, широкояйцевидные, несколько морщинистые, золотисто-желтые, снизу - сизовато-белые. Цветки мелкие, белые, собраны в многочисленные щитковидные соцветия. Цветет в первой половине лета и повторно в начале осени. Плоды мелкие, круглые, ягодообразные. ;3м;Неприхотлива;Полутень;зона 3;Высокий куст;0;0
                Дерен alba  Bailhalo IVORY HALO 20-40;540;Высотой 0,9-1,8 м, ширина 1-1,5 м. Эффектный неприхотливый сорт. Кустарник компактный с густо расположенными ветвями. Быстрорастущий. Зимостоек. Нетребователен к почвам. Влаголюбив. Светолюбив, может расти в полутени. Требует регулярной обрезки в весенний и летний периоды. Зимой побеги кроваво-красные. Листья светло-зеленые с белой каймой. Рекомендован для нестриженных живых изгородей.;1,8м;Неприхотлива;Полутень;зона 3;Высокий куст;0;0
                Дерен alba  Bailyalo IVORY YALO 40-60;620;Высотой 0,9-1,8 м, ширина 1-1,5 м. Эффектный неприхотливый сорт. Кустарник компактный с густо расположенными ветвями. Быстрорастущий. Зимостоек. Нетребователен к почвам. Влаголюбив. Светолюбив, может расти в полутени. Требует регулярной обрезки в весенний и летний периоды. Зимой побеги кроваво-красные. Листья светло-зеленые с белой каймой. Рекомендован для нестриженных живых изгородей.;1,8м;Неприхотлива;Полутень;зона 3;Высокий куст;0;0
                Дерен alba Elegantissima  60-80;450;Крупный раскидистый кустарник с прямостоячим ростом, достигающий около 3м в высоту и в ширину. Ветви сначала темно-красные, позже черно-красные. Правильной формы листья в центре окрашены в серо-зеленый цвет, по краю у них неровная белая кайма и пятна. Осенью они становятся желтыми или светло-бурыми. Когда двухцветные листья опадают на зиму, то эффектно смотрятся красные побеги.;3м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен alba Elegantissima Pa, С18,  150-200cм;1840;Крупный раскидистый кустарник с прямостоячим ростом, достигающий около 3м в высоту и в ширину. Ветви сначала темно-красные, позже черно-красные. Правильной формы листья в центре окрашены в серо-зеленый цвет, по краю у них неровная белая кайма и пятна. Осенью они становятся желтыми или светло-бурыми. Когда двухцветные листья опадают на зиму, то эффектно смотрятся красные побеги.;3м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен alba Elegantissima, 20-40cм;560;Крупный раскидистый кустарник с прямостоячим ростом, достигающий около 3м в высоту и в ширину. Ветви сначала темно-красные, позже черно-красные. Правильной формы листья в центре окрашены в серо-зеленый цвет, по краю у них неровная белая кайма и пятна. Осенью они становятся желтыми или светло-бурыми. Когда двухцветные листья опадают на зиму, то эффектно смотрятся красные побеги.;3м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен alba Kesseleringii,  1-1,4м;560;Ширококустистый кустарник с вертикальной кроной более 2 метров в высоту, с декоративными листьями и побегами, достигает 3м высоты. Листья с пурпурным оттенком, к осени коричневеют. Побеги черно-пурпурные круглый год.;2м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен alba Sibirica Varieagata  30-50;350;Быстрорастущий кустарник с тонкими декоративными побегами. Кора на молодых побегах пурпурно-красная, очень эффектная, особенно яркая ранней весной и поздней осенью. Наиболее ярко окрашена сторона побегов, освещенная солнцем. Цветки мелкие, белые, собраны в многочисленные щитковидные соцветия ароматные. Плоды мелкие, круглые, ягодообразные. Листья широкие, яйцевидные, серо-зеленые с белой каймой, несколько морщинистые, снизу сизовато-белые. Осенью окрашиваются в фиолетово-красный цвет, кайма по краю сохраняется.;6м;Неприхотлива;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен alba Sibirica Varieagata,    20-40cм;320;Быстрорастущий кустарник с тонкими декоративными побегами. Кора на молодых побегах пурпурно-красная, очень эффектная, особенно яркая ранней весной и поздней осенью. Наиболее ярко окрашена сторона побегов, освещенная солнцем. Цветки мелкие, белые, собраны в многочисленные щитковидные соцветия ароматные. Плоды мелкие, круглые, ягодообразные. Листья широкие, яйцевидные, серо-зеленые с белой каймой, несколько морщинистые, снизу сизовато-белые. Осенью окрашиваются в фиолетово-красный цвет, кайма по краю сохраняется.;6м;Неприхотлива;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен alba Spaethii 30-50;350;Высота и диаметр кроны 3 м. Ежегодный прирост в высоту и ширину 30-40 см. Долговечность более 50 лет. Кора кораллово-красная. Крона густая. Листья длиной 4-8 см эллиптические заостренные при распускании коричневато-оранжевые, затем зеленые с широким зеленым окаймлением, осенью желтые, оранжево-красные. Цветение обильное в мае-июне, цветки белые, собраны в соцветия диаметром 3-5 см. Плоды синевато-белые созревают в сентябре. Предпочитает легкие плодородные почвы.;3м;Плодородная;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен alba Spaethii 40-60;310;Высота и диаметр кроны 3 м. Ежегодный прирост в высоту и ширину 30-40 см. Долговечность более 50 лет. Кора кораллово-красная. Крона густая. Листья длиной 4-8 см эллиптические заостренные при распускании коричневато-оранжевые, затем зеленые с широким зеленым окаймлением, осенью желтые, оранжево-красные. Цветение обильное в мае-июне, цветки белые, собраны в соцветия диаметром 3-5 см. Плоды синевато-белые созревают в сентябре. Предпочитает легкие плодородные почвы.;3м;Плодородная;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен sanguinea Magic Flame, 20-40cм;780;Раскидистый кустарник до 2 м высотой,с декоративными, ярко окрашенными побегами – якро оранжевого и оранжево-красного цвета, листья зеленые. Цветы белые в V, плоды тёмно - синие. К почвам неприхотлив. Особенно эффектно выглядит зимой.;2м;Влажная;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен белый сибирский,3-4года;350;"Кустарник высотой 2 — 3 м с гибкими прямыми или склоняющимися к земле пурпурно-красными побегами. Обладает самыми нарядными побегами кораллового цвета. Листья темно-зеленые, снизу — сизо-беловатые, осенью — фиолетово-красные или темно- фиолетовые, широкообратно-яйцевидные до эллиптических, длиной 6 — 12 см, острые или заостренные на верхушке. Цветки желтовато-белые, в щитковидных соцветиях, диаметром 3 — 5 см, распускаются с мая — июня до заморозков. Плоды — голубовато-белые или почти белые шаровидные костянки, длиной 0,7 — 0,8 см; созревают с июля до заморозков. Быстрорастущий.";3м;Неприхотлива;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен белый сибирский,5-6лет;800;"Кустарник высотой 2 — 3 м с гибкими прямыми или склоняющимися к земле пурпурно-красными побегами. Обладает самыми нарядными побегами кораллового цвета. Листья темно-зеленые, снизу — сизо-беловатые, осенью — фиолетово-красные или темно- фиолетовые, широкообратно-яйцевидные до эллиптических, длиной 6 — 12 см, острые или заостренные на верхушке. Цветки желтовато-белые, в щитковидных соцветиях, диаметром 3 — 5 см, распускаются с мая — июня до заморозков. Плоды — голубовато-белые или почти белые шаровидные костянки, длиной 0,7 — 0,8 см; созревают с июля до заморозков. Быстрорастущий.";3м;Неприхотлива;Солнце, полутень;зона 6А;Высокий куст;0;0
                Дерен диаболо, 80-100см;250;"Вечнозеленый кустарник или дерево, сохраняющий декоративность на протяжении всего года. Летом дерен привлекает внимание своей листвой и белыми цветками; осенью на растении созревают белые или голубые плоды-костянки. Листва дерена осенью становится розовой или бордовой. Зимой дерен отличается побегами, окрашенными в разные цвета.";3м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен жёлтый, 50-60см;250;"Вечнозеленый кустарник или дерево, сохраняющий декоративность на протяжении всего года. Летом дерен привлекает внимание своей листвой и белыми цветками; осенью на растении созревают белые или голубые плоды-костянки. Листва дерена осенью становится розовой или бордовой. Зимой дерен отличается побегами, окрашенными в разные цвета.";3м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Дерен отпрысковый (мелколистный),2-3года;300;"Вечнозеленый кустарник или дерево, сохраняющий декоративность на протяжении всего года. Летом дерен привлекает внимание своей листвой и белыми цветками; осенью на растении созревают белые или голубые плоды-костянки. Листва дерена осенью становится розовой или бордовой. Зимой дерен отличается побегами, окрашенными в разные цвета.";2м;Неприхотлива;Солнце, полутень;зона 3;Высокий куст;0;0
                Жимолость nitida Maigrun, 20-30см;350;Низкий лиственный кустарник с широко распростертой, густой кроной. Высота и ширина кустарника достигает одного метра. Основные ветви вертикальные, боковые — дугообразно наклоненные к земле. Маленькое вечнозеленые листья, яйцевидной формы, отличаются ярко — зеленой окраской и обильно покрывает ветви. Цветет мелкими, бледно — желтыми, трубчатыми цветами (до 1 см) начиная с мая. Ягоды пурпурные, блестящие, цилиндрические (до1 см).;1м;Неприхотлива;Солнце;зона 3;Невысокий куст;0;0
